period,stateid,stateDescription,sectorid,sectorName,price,price-units
2022-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-09,MA,Massachusetts,RES,residential,27.56,cents per kilowatthour
2022-09,MA,Massachusetts,TRA,transportation,6.48,cents per kilowatthour
2022-09,MA,Massachusetts,ALL,all sectors,22.51,cents per kilowatthour
2022-10,MA,Massachusetts,COM,commercial,18.8,cents per kilowatthour
2022-10,MA,Massachusetts,IND,industrial,17.09,cents per kilowatthour
2022-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-10,MA,Massachusetts,RES,residential,26.15,cents per kilowatthour
2022-10,MA,Massachusetts,TRA,transportation,6.38,cents per kilowatthour
2022-10,MA,Massachusetts,ALL,all sectors,21.25,cents per kilowatthour
2022-11,MA,Massachusetts,COM,commercial,18.68,cents per kilowatthour
2022-11,MA,Massachusetts,IND,industrial,16.83,cents per kilowatthour
2022-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-11,MA,Massachusetts,RES,residential,28.07,cents per kilowatthour
2022-11,MA,Massachusetts,TRA,transportation,6.2,cents per kilowatthour
2022-11,MA,Massachusetts,ALL,all sectors,21.79,cents per kilowatthour
2022-12,MA,Massachusetts,COM,commercial,19.44,cents per kilowatthour
2022-12,MA,Massachusetts,IND,industrial,17.78,cents per kilowatthour
2022-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2022-12,MA,Massachusetts,RES,residential,30.64,cents per kilowatthour
2022-12,MA,Massachusetts,TRA,transportation,7.84,cents per kilowatthour
2022-12,MA,Massachusetts,ALL,all sectors,23.55,cents per kilowatthour
2023-01,MA,Massachusetts,COM,commercial,21.12,cents per kilowatthour
2023-01,MA,Massachusetts,IND,industrial,18.62,cents per kilowatthour
2023-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-01,MA,Massachusetts,RES,residential,31.83,cents per kilowatthour
2023-01,MA,Massachusetts,TRA,transportation,7.2,cents per kilowatthour
2023-01,MA,Massachusetts,ALL,all sectors,25.24,cents per kilowatthour
2023-02,MA,Massachusetts,COM,commercial,21.76,cents per kilowatthour
2023-02,MA,Massachusetts,IND,industrial,18.81,cents per kilowatthour
2023-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-02,MA,Massachusetts,RES,residential,32.23,cents per kilowatthour
2023-02,MA,Massachusetts,TRA,transportation,8.65,cents per kilowatthour
2023-02,MA,Massachusetts,ALL,all sectors,25.58,cents per kilowatthour
2023-03,MA,Massachusetts,COM,commercial,20.42,cents per kilowatthour
2023-03,MA,Massachusetts,IND,industrial,17.96,cents per kilowatthour
2023-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-03,MA,Massachusetts,RES,residential,32.39,cents per kilowatthour
2023-03,MA,Massachusetts,TRA,transportation,7.27,cents per kilowatthour
2023-03,MA,Massachusetts,ALL,all sectors,24.74,cents per kilowatthour
2023-04,MA,Massachusetts,COM,commercial,19.23,cents per kilowatthour
2023-04,MA,Massachusetts,IND,industrial,17.38,cents per kilowatthour
2023-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-04,MA,Massachusetts,RES,residential,32.06,cents per kilowatthour
2023-04,MA,Massachusetts,TRA,transportation,7.5,cents per kilowatthour
2023-04,MA,Massachusetts,ALL,all sectors,23.65,cents per kilowatthour
2023-05,MA,Massachusetts,COM,commercial,17.47,cents per kilowatthour
2023-05,MA,Massachusetts,IND,industrial,17.37,cents per kilowatthour
2023-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-05,MA,Massachusetts,RES,residential,29.07,cents per kilowatthour
2023-05,MA,Massachusetts,TRA,transportation,7.51,cents per kilowatthour
2023-05,MA,Massachusetts,ALL,all sectors,21.51,cents per kilowatthour
2023-06,MA,Massachusetts,COM,commercial,17.58,cents per kilowatthour
2023-06,MA,Massachusetts,IND,industrial,17.38,cents per kilowatthour
2023-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-06,MA,Massachusetts,RES,residential,27.18,cents per kilowatthour
2023-06,MA,Massachusetts,TRA,transportation,7.28,cents per kilowatthour
2023-06,MA,Massachusetts,ALL,all sectors,21.0,cents per kilowatthour
2023-07,MA,Massachusetts,COM,commercial,18.77,cents per kilowatthour
2023-07,MA,Massachusetts,IND,industrial,18.0,cents per kilowatthour
2023-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-07,MA,Massachusetts,RES,residential,27.39,cents per kilowatthour
2023-07,MA,Massachusetts,TRA,transportation,6.62,cents per kilowatthour
2023-07,MA,Massachusetts,ALL,all sectors,22.11,cents per kilowatthour
2023-08,MA,Massachusetts,COM,commercial,18.58,cents per kilowatthour
2023-08,MA,Massachusetts,IND,industrial,17.74,cents per kilowatthour
2023-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2023-08,MA,Massachusetts,RES,residential,27.83,cents per kilowatthour
2023-08,MA,Massachusetts,TRA,transportation,6.75,cents per kilowatthour
2023-08,MA,Massachusetts,ALL,all sectors,22.31,cents per kilowatthour
